Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Action,Reward,Volume
7,5,0,0,0,-1.824934145182882,1
8,5,0,0,0,no trade ,0
9,5,1,0,0,-1.8352981819752128,9
10,5,0,1,0,-1.7848080494019087,522
0,10,1,0,0,-1.7555384602086592,5
1,9,1,0,0,-1.710591143649895,100
2,8,1,0,0,-1.7002186859824877,100
3,7,1,2,0,-1.6933037142042164,415
4,3,1,0,0,-1.7123198865944627,214
5,1,1,1,0,-1.7347935448738452,166
6,0,1,1,0,no trade ,0
7,0,0,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,0,0,0,no trade ,0
10,0,0,1,0,no trade ,0
0,10,1,1,0,-1.7172617245287265,100
1,9,1,1,0,-1.7086105319618308,5
2,8,0,2,0,-1.7241826785822427,116
3,7,0,1,0,-1.753596733309687,100
4,6,0,0,0,-1.755326971823066,205
5,4,1,1,0,-1.7328338711491378,100
6,3,1,1,0,no trade ,0
7,3,1,1,0,-1.6999593393949357,105
8,2,1,1,0,-1.6930383853414193,8
9,2,1,1,0,-1.6670848076407334,10
10,2,1,2,0,-1.6444359855006012,251
0,10,1,1,0,-1.6427193536388094,100
1,9,0,1,0,-1.6600202420394288,210
2,6,1,1,0,-1.6859715746403579,14
3,6,1,1,0,-1.7171131737614727,109
4,5,0,1,0,-1.7586353059229594,100
5,4,1,1,0,no trade ,0
6,4,0,0,0,-1.7690158389633308,100
7,3,0,1,0,-1.7655556612832068,100
8,2,1,1,0,-1.7309538844819683,12
9,2,1,2,0,-1.6842414858002956,8
10,2,1,2,0,-1.659051392288994,247
0,10,1,1,0,-1.687847669801282,15
1,9,1,2,0,-1.6549731380470798,115
2,8,1,2,0,-1.6515126610203217,100
3,7,1,1,0,-1.6307497988597728,110
4,6,1,1,0,no trade ,0
5,6,1,1,0,-1.6601638535872172,100
6,5,1,0,0,-1.6913081468280404,5
7,5,1,0,0,-1.712071008988589,205
8,3,1,1,0,-1.6757360002076287,115
9,2,2,1,1,-1.671150868147174,235
10,0,1,1,0,no trade ,0
0,10,1,0,0,-1.7153830849214107,10
1,9,1,0,0,-1.7482547728825875,100
2,8,0,0,0,-1.7603653947630211,100
3,7,0,0,0,no trade ,0
4,7,1,0,0,-1.7551751282428352,105
5,6,2,0,1,-1.7006773297808844,200
6,4,1,0,0,-1.7188432626015346,116
7,3,1,0,0,-1.7309538844819683,116
8,2,0,0,0,-1.7672857501232688,100
9,1,1,0,0,-1.729223795641906,5
10,1,1,0,0,-1.7121132170136937,148
0,10,1,1,0,-1.7118340584912677,5
1,9,0,2,0,-1.7239440518307714,100
2,8,0,1,0,no trade ,0
3,8,1,2,0,-1.6737740794242562,105
4,7,1,2,0,-1.6910740699092615,5
5,7,1,2,0,-1.692804068957762,200
6,5,1,2,0,-1.6737740794242562,200
7,3,1,1,0,-1.675504078472757,105
8,2,0,1,0,-1.6841540737152594,200
9,0,1,2,0,-1.627064105114742,5
10,0,1,1,0,-1.6287941041632428,75
0,10,1,2,0,-1.618582118603746,100
1,9,1,1,0,no trade ,0
2,9,1,2,0,-1.6012803321942992,16
3,8,0,1,0,-1.6203122972446904,100
4,7,0,1,0,-1.6358839050131926,200
5,5,0,1,0,-1.6722176564730309,99
6,4,1,1,0,-1.6756780137549203,15
7,4,1,0,0,-1.6756780137549203,90
8,3,1,1,0,-1.6462649768588604,5
9,3,0,2,0,-1.6341537263722477,16
10,3,0,1,0,-1.6111596522340934,359
0,10,1,2,0,-1.6480521839935636,6
1,9,1,1,0,-1.6549731380470798,17
2,9,1,1,0,-1.6740057616942496,106
3,8,0,1,0,-1.6740057616942496,12
4,8,1,1,0,-1.686117431287903,105
5,7,0,2,0,-1.6549731380470798,116
6,6,1,1,0,-1.661894092100596,100
7,5,0,2,0,-1.6688150461541125,2
8,5,1,2,0,-1.613447413725982,100
9,4,0,1,0,-1.6445917069668052,10
10,4,0,1,0,-1.6095543770708791,426
0,10,0,2,0,-1.6826278407862068,100
1,9,1,0,0,-1.6653257550197678,200
2,7,1,0,0,-1.6445632521000408,5
3,6,1,0,0,-1.6687861721730555,216
4,4,0,0,0,-1.6895486750927824,205
5,2,0,0,0,-1.7103111780125093,200
6,0,1,1,0,-1.6791674236329188,74
7,0,0,0,0,no trade ,0
8,0,0,1,0,no trade ,0
9,0,0,0,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,0,1,0,-1.6481092164343742,100
1,9,1,2,0,-1.6515698132142889,200
2,7,1,0,0,-1.6723333938937772,200
3,5,1,0,0,-1.6757939906736918,125
4,3,1,1,0,-1.687906079403393,305
5,0,0,0,0,-1.7138605552527533,70
6,0,1,0,0,no trade ,0
7,0,1,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,0,0,0,no trade ,0
0,10,0,0,0,-1.789326279757274,100
1,9,0,0,0,-1.8031568210500837,200
2,7,0,0,0,-1.796241550403679,105
3,5,1,0,0,-1.8152585446812926,209
4,3,1,0,0,-1.8204449976660961,100
5,2,1,0,0,no trade ,0
6,2,1,0,0,-1.789326279757274,5
7,2,1,1,0,no trade ,0
8,2,0,0,0,-1.8308179036357037,281
9,0,0,0,0,no trade ,0
10,0,0,2,0,no trade ,0
0,10,0,2,0,-1.7224665027871067,200
1,8,1,1,0,-1.6791884499532597,7
2,7,1,2,0,-1.6791884499532597,112
3,6,1,1,0,-1.6653394730464288,107
4,5,1,1,0,-1.6843818162933213,200
5,3,1,2,0,-1.6930374268600907,200
6,1,1,1,0,no trade ,0
7,1,0,1,0,-1.7068864037669218,100
8,0,1,1,0,-1.687844060520029,74
9,0,1,1,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,0,2,0,-1.73655597492988,200
1,8,0,1,0,-1.7452127843761902,100
2,7,1,1,0,-1.762526403268811,5
3,6,0,2,0,-1.7884968316077425,100
4,5,0,1,0,-1.7850341078292185,100
5,4,0,1,0,no trade ,0
6,4,0,1,0,-1.8006163648325773,100
7,3,1,1,0,-1.776377298382908,104
8,2,0,2,0,-1.793690917275529,100
9,1,1,1,0,-1.7659891270473356,8
10,1,1,1,0,-1.7397243671872293,183
0,10,1,1,0,-1.7089725386986183,3
1,9,1,2,0,-1.6847317934688508,40
2,9,1,2,0,-1.6847317934688508,3
3,9,1,1,0,-1.6899262388752296,103
4,8,1,1,0,no trade ,0
5,8,1,1,0,-1.7124355023028708,103
6,7,1,2,0,-1.753991065553901,108
7,6,0,2,0,-1.805935519617689,100
8,5,1,2,0,-1.7643799563666587,103
9,4,1,1,0,-1.7782318107836685,56
10,3,0,1,0,-1.7312913391280258,381
0,10,0,1,0,-1.937123445158056,52
1,9,0,2,0,-1.9509538668994786,200
2,7,0,1,0,-1.9924451321237477,100
3,6,0,1,0,no trade ,0
4,6,1,2,0,-1.9388522478757337,100
5,5,0,1,0,-1.99071632940607,100
6,4,1,2,0,-1.99071632940607,103
7,3,1,2,0,-1.9941739348414256,100
8,2,1,2,0,-1.961326683205546,115
9,1,0,2,0,-2.0062755538651706,100
10,0,0,1,0,-2.011461962018204,30
0,10,1,2,0,-1.8418182762381208,100
1,9,0,1,0,-1.838356211809102,100
2,8,0,1,0,no trade ,0
3,8,0,1,0,-1.8366251795945925,200
4,6,1,1,0,-1.7829631809447972,15
5,5,0,1,0,-1.7829631809447972,185
6,4,0,0,0,-1.7933493742318545,3
7,3,1,1,0,-1.8002735030898924,100
8,2,0,0,0,-1.7864252453738165,200
9,0,1,1,0,-1.7898873098028356,10
10,0,1,1,0,-1.7898873098028356,87
0,10,0,1,0,-1.8322817403647254,50
1,9,0,1,0,no trade ,0
2,9,0,2,0,-1.8184336025065129,500
3,4,0,1,0,no trade ,0
4,4,1,1,0,-1.7820822406287056,10
5,4,1,0,0,-1.7561169821445572,115
6,3,1,1,0,-1.749192913215451,15
7,3,1,1,0,-1.730151723660409,9
8,3,1,0,0,-1.723227654731303,3
9,2,1,1,0,-1.7093795168730905,8
10,2,1,1,0,-1.7124607275465429,290
0,10,1,1,0,-1.749192913215451,3
1,9,1,1,0,-1.7318827408926856,3
2,9,0,2,0,-1.795930378486918,100
3,8,1,0,0,-1.7665030855382167,100
4,7,1,2,0,-1.7370757925895153,100
5,6,1,1,0,-1.730151723660409,3
6,6,1,1,0,-1.7180346030344733,5
7,6,0,1,0,-1.7561169821445572,95
8,5,0,1,0,-1.7214966374990264,209
9,3,1,1,0,-1.7249586719635792,103
10,2,1,1,0,-1.7074580877452634,279
0,10,1,1,0,-1.7239290350497622,25
1,9,1,1,0,-1.6962353959324967,22
2,9,1,1,0,-1.7135439203807876,115
3,8,1,1,0,-1.720467330160104,110
4,7,0,1,0,no trade ,0
5,7,1,1,0,-1.7256598874945912,103
6,6,1,1,0,-1.7325832972739073,110
7,5,1,1,0,-1.770662051060147,303
8,2,1,1,0,-1.718736477715275,107
9,1,1,1,0,no trade ,0
10,1,2,1,0,-1.687927304197317,105
0,10,1,2,0,-1.6936837188381226,100
1,9,0,2,0,-1.709253844956144,200
2,7,1,1,0,-1.6711935366676471,103
3,5,1,1,0,-1.650433368510285,10
4,5,1,2,0,-1.6608134525889657,3
5,5,1,0,0,-1.6348632423922635,103
6,4,1,2,0,-1.5864228500250852,10
7,4,0,1,0,-1.5898828780513123,3
8,4,0,1,0,-1.5846928360119719,3
9,4,1,0,0,-1.572582737920177,100
10,3,1,1,0,-1.58436413334948,365
0,10,1,2,0,-1.7042017387697252,10
1,9,1,1,0,-1.7370413260279656,10
2,9,1,1,0,-1.745683322674871,103
3,8,1,0,0,-1.747411722004252,100
4,7,1,2,0,-1.7491401213336328,100
5,6,1,1,0,-1.754325319321776,100
6,5,1,2,0,-1.7629673159686814,200
7,3,1,1,0,no trade ,0
8,3,1,1,0,-1.7888933059093972,300
9,0,0,1,0,-1.8009921012150647,77
10,0,1,1,0,no trade ,0
0,10,1,1,0,-1.7569027351683013,100
1,9,1,2,0,-1.7862852698440135,205
2,6,1,1,0,-1.8070258825562804,93
3,6,1,2,0,-1.8364084172319926,100
4,5,1,0,0,-1.8398651860173703,105
5,3,1,1,0,-1.8260381108758588,200
6,1,1,1,0,no trade ,0
7,1,1,2,0,-1.7776433478805687,107
8,0,1,2,0,-1.744804044419479,90
9,0,1,1,0,no trade ,0
10,0,2,1,0,no trade ,0
0,10,1,1,0,-1.6608134525889657,11
1,9,1,1,0,-1.7109838589692579,200
2,7,1,1,0,-1.7144438869954846,10
3,7,1,1,0,-1.7265539850872793,200
4,5,1,2,0,-1.7075238309430307,100
5,4,1,2,0,-1.7144438869954846,100
6,3,1,2,0,-1.6625434666020795,200
7,1,1,1,0,no trade ,0
8,1,1,1,0,-1.6383232704184902,179
9,0,0,1,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,1,1,0,-1.7655751730574785,16
1,9,0,1,0,-1.774217244389135,404
2,5,1,1,0,-1.7569331017258216,306
3,2,1,1,0,-1.7569331017258216,109
4,1,1,1,0,no trade ,0
5,1,1,1,0,-1.7707604158564725,165
6,0,1,1,0,no trade ,0
7,0,0,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,0,1,0,-1.8282357007084846,100
1,9,1,1,0,-1.8282357007084846,100
2,8,1,2,0,-1.8040435458786936,210
3,5,1,1,0,no trade ,0
4,5,1,2,0,-1.8057715569379642,310
5,2,1,2,0,-1.7729393468118197,10
6,2,1,2,0,-1.7504752030412993,203
7,0,1,1,0,-1.722827026092967,3
8,0,0,1,0,-1.7072749265595302,64
9,0,0,1,0,no trade ,0
10,0,0,1,0,no trade ,0
0,10,1,0,0,-1.6416128976456952,205
1,7,1,0,0,-1.6571814077392795,105
2,6,1,0,0,no trade ,0
3,6,0,0,0,-1.684858759016762,100
4,5,1,2,0,-1.6381532287360099,40
5,5,1,1,0,-1.6433427321005378,105
6,4,1,1,0,-1.6779394211973915,123
7,3,1,0,0,-1.6865885934716047,205
8,1,1,1,0,-1.6779394211973915,100
9,0,0,2,0,-1.6589112421941221,17
10,0,1,1,0,no trade ,0
0,10,1,1,0,-1.7778468874721403,225
1,7,1,0,0,no trade ,0
2,7,1,1,0,-1.7985797957808531,105
3,6,1,2,0,-1.8158572193714473,118
4,5,0,1,0,-1.9056998220425372,300
5,2,0,1,0,-1.9005165949653589,10
6,2,0,1,0,-1.8780559442975864,205
7,0,1,1,0,-1.9056998220425372,37
8,0,0,2,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,0,1,0,-1.9154506104040852,100
1,9,0,1,0,-1.9189065429442815,200
2,7,1,0,0,-1.9275463742947738,217
3,4,0,0,0,-1.9603777334266437,300
4,1,1,1,0,-1.9206345092143802,106
5,0,1,0,0,-1.9240904417545768,77
6,0,1,2,0,no trade ,0
7,0,1,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,0,1,0,no trade ,0
10,0,0,1,0,no trade ,0
0,10,1,2,0,-1.908921852700774,300
1,7,0,1,0,-1.9625481122691695,200
2,5,0,1,0,-1.967737750291917,211
3,2,2,1,10,no trade ,0
4,2,1,0,0,-1.9400596808372614,111
5,1,1,1,0,-1.9521688362236733,111
6,0,0,1,0,-1.9279505254508496,67
7,0,0,0,0,no trade ,0
8,0,0,0,0,no trade ,0
9,0,0,0,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,0,2,0,-1.9763871469964969,200
1,8,0,0,0,-2.0127146131557323,100
2,7,1,0,0,-2.0179042511784804,11
3,6,1,0,0,-2.03520304458764,100
4,5,1,1,0,-2.0611512347013794,200
5,3,1,1,0,-2.0749902694287075,100
6,2,1,2,0,-2.0628811140422956,100
7,1,0,3,0,-2.097478700860615,100
8,0,0,3,0,no trade ,0
9,0,0,1,0,-2.0698006314059594,89
10,0,0,2,0,no trade ,0
0,10,0,2,0,-2.0409928967563875,348
1,6,0,2,0,-2.0409928967563875,319
2,3,1,2,0,-2.0634879435201285,191
3,1,0,2,0,-2.0946349313468478,111
4,0,0,2,0,-2.10155648419723,11
5,0,1,1,0,-2.0807918256460836,20
6,0,1,0,0,no trade ,0
7,0,1,0,0,no trade ,0
8,0,0,0,0,no trade ,0
9,0,1,0,0,no trade ,0
10,0,0,0,0,no trade ,0
0,10,0,2,0,-2.046290287691975,200
1,8,1,0,0,-2.046290287691975,100
2,7,1,0,0,-2.0359074194246163,228
3,4,0,0,0,-2.0359074194246163,206
4,2,1,0,0,-2.056673155959334,128
5,1,0,0,0,-2.0549426779147737,6
6,1,0,0,0,no trade ,0
7,1,0,1,0,-2.008219770711659,10
8,1,0,0,0,-2.0168721609344584,106
9,0,1,1,0,-2.00129785853342,6
10,0,1,0,0,-2.034176941380056,10
0,10,1,0,0,-2.035341560082383,106
1,8,1,0,0,-2.0474566884162066,128
2,7,0,1,0,-2.0699562124647364,115
3,6,0,1,0,-2.0993786669897365,206
4,4,0,1,0,-2.1166859931809134,306
5,1,0,1,0,-2.1166859931809134,100
6,0,1,1,0,no trade ,0
7,0,0,1,0,-2.0907250038941485,39
8,0,1,2,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,1,0,0,-2.1112678860486658,126
1,8,1,0,0,-2.1112678860486658,400
2,4,1,0,0,-2.0835677743825904,100
3,3,1,2,0,-2.0437488638626076,6
4,3,1,2,0,no trade ,0
5,3,1,2,0,-2.0437488638626076,303
6,0,1,2,0,-2.0368238359460884,65
7,0,1,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,1,2,0,no trade ,0
10,0,1,0,0,no trade ,0
0,10,1,0,0,-2.06117712266602,6
1,9,1,0,0,-2.0646412858973915,100
2,8,1,2,0,-2.043856306509163,100
3,7,1,2,0,no trade ,0
4,7,0,2,0,-2.0282675719679912,298
5,4,0,2,0,-2.040392143277791,12
6,4,0,1,0,-2.043856306509163,235
7,2,1,2,0,-2.0074825925797626,100
8,1,1,2,0,-2.023071327120934,18
9,1,1,2,0,-2.0317317351993625,131
10,0,1,0,0,no trade ,0
0,10,1,1,0,-2.047001368131202,486
1,5,0,2,0,-2.0660512962610187,200
2,3,0,1,0,no trade ,0
3,3,0,1,0,-2.0695149195573492,300
4,0,1,0,0,-2.0695149195573492,14
5,0,1,0,0,no trade ,0
6,0,1,0,0,no trade ,0
7,0,1,0,0,no trade ,0
8,0,0,0,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,1,0,0,no trade ,0
0,10,1,0,0,-2.152977448297364,100
1,9,1,0,0,no trade ,0
2,9,1,0,0,-2.152977448297364,92
3,8,1,0,0,-2.139120795371878,86
4,7,1,0,0,-2.139120795371878,200
5,5,1,0,0,-2.120067897599335,100
6,4,0,0,0,-2.1269962240620774,100
7,3,1,0,0,-2.1408528769875637,322
8,0,0,0,0,no trade ,0
9,0,1,0,0,no trade ,0
10,0,1,0,0,no trade ,0
0,10,0,0,0,-2.2011326048179,200
1,8,0,1,0,-2.213255286355056,100
2,7,1,0,0,-2.1595691252619367,8
3,6,1,0,0,-2.1457146320766154,24
4,6,1,0,0,-2.1924735465770744,20
5,6,1,0,0,-2.1924735465770744,574
6,0,0,1,0,-2.2375006494293683,45
7,0,1,1,0,-2.2097916630587258,24
8,0,1,0,0,-2.2305734028367072,5
9,0,0,0,0,no trade ,0
10,0,0,0,0,no trade ,0
0,10,1,1,0,-2.255170263622822,20
1,9,1,1,0,-2.2239927945404787,200
2,7,0,0,0,-2.260366508469879,100
3,6,1,0,0,-2.2239927945404787,8
4,6,1,0,0,-2.2517061003914507,211
5,4,1,0,0,-2.229189039387536,308
6,1,0,1,0,-2.2066719783836213,100
7,0,1,2,0,-2.1547095299130494,53
8,0,0,2,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,1,0,0,no trade ,0
0,10,0,0,0,-2.137203623200956,400
1,6,0,2,0,-2.1077607856041842,100
2,5,0,1,0,-2.085245674500771,100
3,4,1,1,0,-2.041947383917283,24
4,3,1,1,0,-2.041947383917283,100
5,2,0,1,0,-2.0436793155406225,208
6,0,1,2,0,-2.0159684095671904,16
7,0,1,1,0,-2.0142364779438506,52
8,0,1,1,0,no trade ,0
9,0,0,1,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,1,2,0,-2.1338111685321284,100
1,9,0,2,0,-2.1649743336709344,508
2,3,1,2,0,-2.182287203192493,392
3,0,1,2,0,no trade ,0
4,0,1,2,0,no trade ,0
5,0,0,1,0,no trade ,0
6,0,1,2,0,no trade ,0
7,0,1,1,0,no trade ,0
8,0,1,2,0,no trade ,0
9,0,1,2,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,1,2,0,-2.1639401021379725,333
1,6,0,1,0,-2.2262615770795464,200
2,4,0,1,0,-2.193369687527049,260
3,2,1,0,0,-2.157015493811131,8
4,1,0,1,0,-2.1691335583831037,199
5,0,1,1,0,no trade ,0
6,0,1,1,0,no trade ,0
7,0,0,1,0,no trade ,0
8,0,0,1,0,no trade ,0
9,0,0,1,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,0,1,0,-2.1760581667099452,60
1,9,2,1,1,-2.142958538907643,316
2,6,0,1,0,-2.193369687527049,100
3,5,0,2,0,-2.252228858305202,220
4,3,0,1,0,-2.193369687527049,258
5,0,0,1,0,no trade ,0
6,0,0,2,0,-2.205487752099022,46
7,0,0,2,0,no trade ,0
8,0,0,2,0,no trade ,0
9,0,1,2,0,no trade ,0
10,0,0,2,0,no trade ,0
0,10,1,2,0,-2.2273006639485464,107
1,8,0,0,0,-2.3155962985084964,10
2,8,0,0,0,-2.274045411656755,300
3,5,1,0,0,-2.2394196726136375,24
4,5,1,0,0,no trade ,0
5,5,0,0,0,-2.2636576899438197,100
6,4,1,1,0,-2.2688515508002873,224
7,2,0,0,0,-2.2948208550826257,8
8,2,1,1,0,-2.3000147159390933,100
9,1,1,1,0,-2.289626994226158,100
10,0,0,2,0,-2.2342258117571694,27
0,10,0,1,0,-2.201666406831922,48
1,9,0,2,0,-2.170486237419668,223
2,7,0,1,0,-2.208595333367978,100
3,6,0,1,0,no trade ,0
4,6,1,1,0,-2.135841604739386,300
5,3,0,2,0,-2.153163921079527,200
6,1,0,2,0,-2.1618250792495974,129
7,0,0,2,0,no trade ,0
8,0,0,1,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,0,2,0,no trade ,0
0,10,0,1,0,-2.134257254222607,100
1,9,0,1,0,-2.1255954958856647,307
2,5,0,1,0,no trade ,0
3,5,0,1,0,-2.1394543092247726,208
4,3,1,1,0,-2.15331312256388,124
5,2,0,2,0,-2.18796015591165,200
6,0,1,2,0,-2.194889562581204,61
7,0,0,2,0,no trade ,0
8,0,0,1,0,no trade ,0
9,0,0,1,0,no trade ,0
10,0,0,2,0,no trade ,0
0,10,1,1,0,-2.3407607472428538,107
1,8,1,1,0,no trade ,0
2,8,0,2,0,-2.3407607472428538,216
3,6,0,1,0,-2.34941740681106,307
4,3,0,2,0,-2.3927007046520887,200
5,1,0,2,0,-2.3684620578611124,100
6,0,0,2,0,-2.3667307259474715,70
7,0,0,2,0,no trade ,0
8,0,0,3,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,0,1,0,no trade ,0
0,10,0,1,0,-2.320589279067956,100
1,9,1,2,0,-2.303277908093931,7
2,8,1,1,0,-2.303277908093931,416
3,4,0,1,0,-2.325782690360163,7
4,4,0,1,0,-2.3240515532627604,200
5,2,0,1,0,-2.3102024564835415,7
6,2,0,1,0,-2.308471319386139,200
7,0,0,2,0,-2.2998156338991267,63
8,0,0,1,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,0,2,0,-2.254662579874279,192
1,8,0,1,0,-2.2910281053561223,75
2,7,0,2,0,-2.254662579874279,222
3,5,0,2,0,-2.2892964136665106,200
4,3,0,2,0,-2.3048816388730153,100
5,2,0,2,0,-2.280637955218453,211
6,0,0,2,0,no trade ,0
7,0,0,2,0,no trade ,0
8,0,1,2,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,0,2,0,-2.1923216790482623,100
1,9,0,3,0,-2.154224461876807,600
2,3,0,2,0,-2.180199837220981,100
3,2,0,0,0,-2.159419536945642,100
4,1,0,1,0,-2.176736453841758,16
5,0,0,1,0,-2.1559561535664193,5
6,0,0,2,0,-2.154224461876807,79
7,0,0,1,0,no trade ,0
